10 200 0
0.680375 -0.211234 0.566198 
-0.329554 0.536459 -0.444451 
-0.270431 0.026802 0.904459 
-0.716795 0.213938 -0.967399 
-0.686642 -0.198111 -0.740419 
0.025865 0.678224 0.225280 
-0.012834 0.945550 -0.414966 
-0.199543 0.783059 -0.433371 
-0.860489 0.898654 0.051991 
0.780465 -0.302214 -0.871657 
0.680138 -0.211075 0.566050 
-0.328843 0.537729 -0.444266 
-0.270336 0.026937 0.904134 
-0.716483 0.213776 -0.966810 
-0.686468 -0.197423 -0.740448 
0.025585 0.678143 0.224735 
-0.014406 0.943936 -0.414875 
-0.199023 0.782767 -0.433067 
-0.859997 0.898404 0.051730 
0.780251 -0.302068 -0.871517 
0.679900 -0.210915 0.565901 
-0.328120 0.539014 -0.444079 
-0.270240 0.027072 0.903808 
-0.716170 0.213613 -0.966220 
-0.686293 -0.196734 -0.740478 
0.025303 0.678061 0.224188 
-0.016004 0.942295 -0.414785 
-0.198490 0.782488 -0.432761 
-0.859504 0.898154 0.051470 
0.780037 -0.301921 -0.871377 
0.679662 -0.210755 0.565752 
-0.327385 0.540313 -0.443888 
-0.270145 0.027207 0.903482 
-0.715858 0.213448 -0.965629 
-0.686119 -0.196042 -0.740509 
0.025021 0.677979 0.223639 
-0.017630 0.940625 -0.414697 
-0.197941 0.782223 -0.432454 
-0.859010 0.897903 0.051208 
0.779822 -0.301774 -0.871237 
0.679424 -0.210595 0.565603 
-0.326638 0.541628 -0.443695 
-0.270049 0.027343 0.903155 
-0.715545 0.213282 -0.965037 
-0.685945 -0.195349 -0.740540 
0.024738 0.677898 0.223088 
-0.019284 0.938924 -0.414612 
-0.197377 0.781972 -0.432146 
-0.858514 0.897652 0.050946 
0.779607 -0.301627 -0.871097 
0.679185 -0.210435 0.565454 
-0.325877 0.542958 -0.443498 
-0.269954 0.027478 0.902828 
-0.715232 0.213115 -0.964445 
-0.685770 -0.194653 -0.740572 
0.024454 0.677816 0.222535 
-0.020970 0.937190 -0.414528 
-0.196794 0.781737 -0.431836 
-0.858018 0.897401 0.050684 
0.779392 -0.301480 -0.870957 
0.678947 -0.210275 0.565304 
-0.325104 0.544305 -0.443298 
-0.269858 0.027613 0.902501 
-0.714919 0.212946 -0.963852 
-0.685596 -0.193956 -0.740605 
0.024169 0.677735 0.221980 
-0.022687 0.935423 -0.414447 
-0.196193 0.781519 -0.431523 
-0.857520 0.897149 0.050421 
0.779177 -0.301332 -0.870816 
0.678708 -0.210115 0.565155 
-0.324317 0.545667 -0.443094 
-0.269763 0.027749 0.902174 
-0.714605 0.212776 -0.963258 
-0.685421 -0.193257 -0.740639 
0.023883 0.677653 0.221423 
-0.024439 0.933619 -0.414368 
-0.195571 0.781321 -0.431209 
-0.857021 0.896898 0.050157 
0.778962 -0.301185 -0.870676 
0.678469 -0.209955 0.565005 
-0.323516 0.547046 -0.442887 
-0.269667 0.027885 0.901847 
-0.714292 0.212604 -0.962664 
-0.685246 -0.192555 -0.740673 
0.023596 0.677572 0.220864 
-0.026227 0.931777 -0.414293 
-0.194926 0.781144 -0.430892 
-0.856522 0.896646 0.049893 
0.778747 -0.301037 -0.870535 
0.678230 -0.209794 0.564856 
-0.322701 0.548442 -0.442677 
-0.269571 0.028020 0.901519 
-0.713978 0.212431 -0.962068 
-0.685071 -0.191852 -0.740708 
0.023308 0.677491 0.220302 
-0.028054 0.929894 -0.414220 
-0.194257 0.780991 -0.430573 
-0.856021 0.896393 0.049629 
0.778531 -0.300890 -0.870395 
0.677991 -0.209634 0.564706 
-0.321871 0.549855 -0.442463 
-0.269476 0.028156 0.901191 
-0.713664 0.212256 -0.961472 
-0.684896 -0.191147 -0.740744 
0.023020 0.677410 0.219739 
-0.029923 0.927968 -0.414150 
-0.193561 0.780864 -0.430251 
-0.855518 0.896141 0.049364 
0.778316 -0.300742 -0.870254 
0.677752 -0.209473 0.564556 
-0.321027 0.551285 -0.442245 
-0.269380 0.028292 0.900863 
-0.713349 0.212079 -0.960875 
-0.684721 -0.190439 -0.740780 
0.022730 0.677330 0.219173 
-0.031837 0.925995 -0.414084 
-0.192835 0.780765 -0.429926 
-0.855015 0.895888 0.049098 
0.778100 -0.300594 -0.870113 
0.677512 -0.209312 0.564406 
-0.320168 0.552733 -0.442023 
-0.269284 0.028428 0.900534 
-0.713035 0.211902 -0.960278 
-0.684546 -0.189730 -0.740817 
